time,open,high,low,close,tick_volume,spread,real_volume
2008-05-16 17:35:00,73560,73570,73550,73550,4,1,12
2008-05-16 17:36:00,73580,73580,73580,73580,1,1,3
2008-05-16 17:37:00,73580,73610,73580,73610,3,1,9
2008-05-16 17:38:00,73600,73600,73600,73600,1,1,3
2008-05-16 17:39:00,73600,73600,73600,73600,0,1,0
2008-05-16 17:41:00,73610,73610,73600,73600,2,1,6
2008-05-16 17:42:00,73595,73595,73595,73595,1,1,3
2008-05-16 17:43:00,73580,73580,73580,73580,1,1,3
2008-05-16 17:44:00,73565,73565,73535,73535,3,1,9
2008-05-16 17:46:00,73535,73535,73535,73535,0,1,0
2008-05-16 17:47:00,73500,73520,73500,73520,2,1,6
2008-05-16 17:48:00,73500,73505,73500,73505,2,1,6
2008-05-16 17:49:00,73510,73510,73490,73490,3,1,9
2008-05-16 17:50:00,73480,73495,73480,73495,2,1,6
2008-05-16 17:51:00,73495,73495,73470,73470,1,1,3
2008-05-16 17:52:00,73510,73530,73510,73530,2,1,6
2008-05-16 17:53:00,73520,73520,73500,73500,3,1,9
2008-05-16 17:55:00,73500,73500,73500,73500,0,1,0
2008-05-16 17:57:00,73520,73520,73520,73520,1,1,3
2008-05-16 17:58:00,73505,73505,73500,73500,2,1,6
2008-05-16 17:59:00,73490,73540,73490,73500,8,1,24
2008-05-19 10:00:00,73550,73760,73470,73655,147,1,441
2008-05-19 10:01:00,73675,73690,73670,73690,5,1,15
2008-05-19 10:02:00,73655,73655,73580,73595,11,1,33
2008-05-19 10:03:00,73595,73600,73500,73535,29,1,87
2008-05-19 10:04:00,73535,73570,73525,73530,16,1,48
2008-05-19 10:05:00,73530,73590,73510,73535,15,1,45
2008-05-19 10:06:00,73545,73595,73545,73595,6,1,18
2008-05-19 10:07:00,73595,73610,73585,73600,5,1,15
2008-05-19 10:08:00,73620,73620,73600,73600,2,1,6
2008-05-19 10:09:00,73620,73700,73620,73680,11,1,33
2008-05-19 10:10:00,73680,73700,73670,73675,12,1,36
2008-05-19 10:11:00,73700,73760,73700,73730,17,1,51
2008-05-19 10:12:00,73720,73760,73705,73710,11,1,33
2008-05-19 10:13:00,73720,73720,73700,73700,4,1,12
2008-05-19 10:14:00,73700,73720,73695,73700,3,1,9
2008-05-19 10:15:00,73700,73730,73670,73670,8,1,24
2008-05-19 10:16:00,73670,73700,73650,73700,4,1,12
2008-05-19 10:17:00,73700,73700,73700,73700,0,1,0
2008-05-19 10:18:00,73720,73750,73720,73725,11,1,33
2008-05-19 10:19:00,73710,73710,73700,73700,2,1,6
2008-05-19 10:20:00,73740,73750,73720,73750,5,1,15
2008-05-19 10:21:00,73720,73720,73710,73710,2,1,6
2008-05-19 10:22:00,73700,73740,73695,73700,5,1,15
(Content truncated due to size limit. Use line ranges to read remaining content)
